"기준_년분기_코드","행정동_코드","행정동_코드_명","총_상주인구_수","남성_상주인구_수","여성_상주인구_수","연령대_10_상주인구_수","연령대_20_상주인구_수","연령대_30_상주인구_수","연령대_40_상주인구_수","연령대_50_상주인구_수","연령대_60_이상_상주인구_수","남성연령대_10_상주인구_수","남성연령대_20_상주인구_수","남성연령대_30_상주인구_수","남성연령대_40_상주인구_수","남성연령대_50_상주인구_수","남성연령대_60_이상_상주인구_수","여성연령대_10_상주인구_수","여성연령대_20_상주인구_수","여성연령대_30_상주인구_수","여성연령대_40_상주인구_수","여성연령대_50_상주인구_수","여성연령대_60_이상_상주인구_수","총_가구_수","아파트_가구_수","비_아파트_가구_수"
"20202","11620695","신림동","21621","10984","10637","947","8072","5757","2410","1747","2688","463","3762","3187","1392","930","1250","484","4310","2570","1018","817","1438","16681","0","16681"
"20202","11620715","난향동","16264","8023","8241","2875","1735","2114","3095","2596","3849","1460","903","1039","1578","1301","1742","1415","832","1075","1517","1295","2107","6444","0","6444"
"20202","11620725","조원동","17381","8823","8558","1622","3847","3318","2283","2498","3813","838","1711","1868","1254","1326","1826","784","2136","1450","1029","1172","1987","10208","0","10208"
"20202","11620735","대학동","24097","14468","9629","1984","6440","4851","3676","3134","4012","1036","3886","3248","2463","1911","1924","948","2554","1603","1213","1223","2088","16074","0","16074"
"20202","11620745","삼성동","25120","12630","12490","2798","3166","2956","3769","4522","7909","1492","1704","1661","2017","2256","3500","1306","1462","1295","1752","2266","4409","11450","0","11450"
"20202","11620765","미성동","31961","15654","16307","4469","4909","4577","4918","5196","7892","2231","2444","2370","2506","2469","3634","2238","2465","2207","2412","2727","4258","14069","0","14069"
"20202","11620775","난곡동","28076","14133","13943","3548","4151","3836","4203","5077","7261","1855","2181","2092","2199","2460","3346","1693","1970","1744","2004","2617","3915","12746","0","12746"
"20202","11650510","서초1동","21364","10310","11054","3614","2894","3810","3866","2939","4241","1900","1427","1715","1861","1435","1972","1714","1467","2095","2005","1504","2269","9376","0","9376"
"20202","11650520","서초2동","18390","8750","9640","3162","2656","3757","3266","2414","3135","1617","1200","1718","1555","1207","1453","1545","1456","2039","1711","1207","1682","8345","0","8345"
"20202","11650530","서초3동","30335","14835","15500","4463","4933","4892","4847","4715","6485","2463","2387","2334","2297","2287","3067","2000","2546","2558","2550","2428","3418","13294","0","13294"
"20202","11650531","서초4동","31104","15101","16003","7269","3639","3940","6356","4546","5354","3778","1738","1682","2994","2362","2547","3491","1901","2258","3362","2184","2807","10668","0","10668"
"20202","11650540","잠원동","33603","15961","17642","6473","4416","5185","6473","5316","5740","3364","2109","2359","2946","2614","2569","3109","2307","2826","3527","2702","3171","13628","0","13628"
"20202","11650550","반포본동","12084","5676","6408","2598","1519","941","2409","2065","2552","1276","751","415","997","1073","1164","1322","768","526","1412","992","1388","4134","0","4134"
"20202","11650560","반포1동","30491","14657","15834","6096","4185","5395","6197","3818","4800","3062","1904","2423","3128","1965","2175","3034","2281","2972","3069","1853","2625","13583","0","13583"
"20202","11650570","반포2동","16177","7721","8456","4670","1385","1711","3750","2049","2612","2385","689","670","1734","1081","1162","2285","696","1041","2016","968","1450","5121","0","5121"
"20202","11650580","반포3동","18406","8696","9710","4160","2055","2283","3914","2765","3229","2129","1029","988","1779","1380","1391","2031","1026","1295","2135","1385","1838","6434","0","6434"
"20202","11650581","반포4동","19576","9239","10337","3953","2404","2888","3563","2824","3944","2070","1152","1281","1608","1353","1775","1883","1252","1607","1955","1471","2169","7283","0","7283"
"20202","11650590","방배본동","21317","9931","11386","4442","2667","2513","4069","3435","4191","2160","1251","1107","1783","1736","1894","2282","1416","1406","2286","1699","2297","7857","0","7857"
"20202","11650600","방배1동","17339","8143","9196","2572","2539","3098","2862","2424","3844","1342","1206","1401","1334","1116","1744","1230","1333","1697","1528","1308","2100","7580","0","7580"
"20202","11650610","방배2동","20781","9776","11005","2954","3024","3257","3160","3301","5085","1539","1449","1512","1501","1483","2292","1415","1575","1745","1659","1818","2793","8765","0","8765"
"20202","11650620","방배3동","22141","10669","11472","3552","2993","3095","3361","3679","5461","1819","1554","1477","1533","1711","2575","1733","1439","1618","1828","1968","2886","8366","0","8366"
"20202","11650621","방배4동","23764","10931","12833","4350","3267","3706","4351","3497","4593","2079","1441","1678","1954","1683","2096","2271","1826","2028","2397","1814","2497","9727","0","9727"
"20202","11650651","양재1동","45153","21615","23538","8854","5442","7269","7847","6280","9461","4556","2681","3441","3859","2942","4136","4298","2761","3828","3988","3338","5325","18052","0","18052"
"20202","11650652","양재2동","22891","11514","11377","3275","3486","4643","3970","3319","4198","1704","1789","2411","2064","1633","1913","1571","1697","2232","1906","1686","2285","10734","0","10734"
"20202","11650660","내곡동","18146","8790","9356","3475","1947","3059","2949","2457","4259","1727","1018","1413","1509","1142","1981","1748","929","1646","1440","1315","2278","7181","0","7181"
"20202","11680510","신사동","17320","8049","9271","2814","2385","2569","3172","2474","3906","1436","1087","1128","1422","1227","1749","1378","1298","1441","1750","1247","2157","7464","0","7464"
"20202","11680521","논현1동","23122","10755","12367","1717","4578","5986","3825","2813","4203","852","2031","2765","1863","1356","1888","865","2547","3221","1962","1457","2315","14200","0","14200"
"20202","11680531","논현2동","21554","10024","11530","2561","3489","4696","3709","2859","4240","1329","1575","2074","1796","1379","1871","1232","1914","2622","1913","1480","2369","11305","0","11305"
"20202","11680545","압구정동","27528","12625","14903","5144","3257","3642","5002","3904","6579","2474","1520","1559","2274","1889","2909","2670","1737","2083","2728","2015","3670","10665","0","10665"
"20202","11680565","청담동","29706","13957","15749","4941","4268","4958","5094","4518","5927","2612","2013","2160","2345","2116","2711","2329","2255","2798","2749","2402","3216","12480","0","12480"
"20202","11680580","삼성1동","14671","7305","7366","2397","2091","2201","2425","2419","3138","1384","1141","1037","1111","1156","1476","1013","950","1164","1314","1263","1662","5916","0","5916"
"20202","11680590","삼성2동","30227","14413","15814","6000","3924","5308","6433","3945","4617","3258","1904","2222","2968","1988","2073","2742","2020","3086","3465","1957","2544","13326","0","13326"
"20202","11680600","대치1동","25282","12681","12601","7645","2636","1690","6222","3803","3286","4259","1322","644","2748","2113","1595","3386","1314","1046","3474","1690","1691","7413","0","7413"
"20202","11680610","대치2동","38520","19563","18957","8591","5396","3408","7573","6914","6638","4998","2910","1593","3214","3626","3222","3593","2486","1815","4359","3288","3416","12926","0","12926"
"20202","11680630","대치4동","20602","9755","10847","3493","3464","3403","4159","3207","2876","1864","1675","1531","1803","1597","1285","1629","1789","1872","2356","1610","1591","10232","0","10232"
"20202","11680640","역삼1동","36033","17387","18646","2759","7661","10184","5913","4218","5298","1359","3343","4993","3019","2180","2493","1400","4318","5191","2894","2038","2805","23598","0","23598"
"20202","11680650","역삼2동","36341","17105","19236","8476","4504","5255","8520","4671","4915","4173","1998","2260","3952","2536","2186","4303","2506","2995","4568","2135","2729","15011","0","15011"
"20202","11680655","도곡1동","21755","10294","11461","4036","3057","3354","3776","3399","4133","1908","1451","1518","1793","1620","2004","2128","1606","1836","1983","1779","2129","8347","0","8347"
"20202","11680656","도곡2동","34327","15935","18392","7795","4151","3887","6666","5473","6355","3669","1902","1613","2934","2776","3041","4126","2249","2274","3732","2697","3314","11821","0","11821"
"20202","11680660","개포1동","6921","3349","3572","1003","864","729","971","1181","2173","488","440","337","468","593","1023","515","424","392","503","588","1150","2745","0","2745"
"20202","11680670","개포2동","21595","10432","11163","4115","2939","2827","3545","3797","4372","2046","1482","1369","1577","1868","2090","2069","1457","1458","1968","1929","2282","7799","0","7799"
"20202","11680690","개포4동","18123","8895","9228","2843","2663","2815","3025","3127","3650","1467","1362","1413","1457","1511","1685","1376","1301","1402","1568","1616","1965","7666","0","7666"
"20202","11680700","세곡동","44930","21448","23482","9603","5413","7367","7670","6081","8796","4828","2618","3403","3783","2964","3852","4775","2795","3964","3887","3117","4944","17779","0","17779"
"20202","11680720","일원본동","24381","11972","12409","5828","2692","3205","4639","3718","4299","3247","1405","1455","2147","1791","1927","2581","1287","1750","2492","1927","2372","8187","0","8187"
"20202","11680730","일원1동","16264","7956","8308","2097","2368","2413","2251","2684","4451","1136","1219","1265","1137","1268","1931","961","1149","1148","1114","1416","2520","7500","0","7500"
"20202","11680740","일원2동","18064","8717","9347","3167","2001","2715","3145","2671","4365","1820","1060","1284","1515","1302","1736","1347","941","1431","1630","1369","2629","7342","0","7342"
"20202","11680750","수서동","15915","7306","8609","1427","1752","2567","1757","2445","5967","708","924","1305","930","1081","2358","719","828","1262","827","1364","3609","7868","0","7868"
"20202","11710510","풍납1동","14711","7285","7426","1783","1892","2205","2132","2588","4111","938","994","1169","1083","1229","1872","845","898","1036","1049","1359","2239","6579","0","6579"
"20202","11710520","풍납2동","24414","11596","12818","3998","3696","4007","3938","3591","5184","2045","1627","1874","1887","1736","2427","1953","2069","2133","2051","1855","2757","10396","0","10396"
"20202","11710531","거여1동","13193","6726","6467","1866","1868","1740","2100","2393","3226","973","1028","918","1041","1211","1555","893","840","822","1059","1182","1671","5501","0","5501"
"20202","11710532","거여2동","16804","8275","8529","2579","1902","2283","2752","2906","4382","1354","995","1182","1342","1428","1974","1225","907","1101","1410","1478","2408","7154","0","7154"
"20202","11710540","마천1동","20581","10529","10052","2907","2558","2395","3150","3702","5869","1497","1355","1296","1638","1973","2770","1410","1203","1099","1512","1729","3099","9061","0","9061"
"20202","11710550","마천2동","20030","10173","9857","2581","2559","2371","2956","3906","5657","1324","1388","1292","1551","1990","2628","1257","1171","1079","1405","1916","3029","8663","0","8663"
"20202","11710561","방이1동","16384","7907","8477","2943","2499","2305","2776","2749","3112","1512","1253","1123","1250","1313","1456","1431","1246","1182","1526","1436","1656","6233","0","6233"
"20202","11710562","방이2동","25553","12234","13319","2738","4608","5672","3694","3790","5051","1483","2071","2762","1842","1739","2337","1255","2537","2910","1852","2051","2714","13455","0","13455"
"20202","11710566","오륜동","18915","9307","9608","4336","2328","1857","3495","3168","3731","2383","1214","774","1562","1564","1810","1953","1114","1083","1933","1604","1921","5970","0","5970"
"20202","11710570","오금동","40806","19860","20946","6586","5877","6104","6026","7216","8997","3453","3048","3012","2791","3392","4164","3133","2829","3092","3235","3824","4833","15791","0","15791"
"20202","11710580","송파1동","25549","12037","13512","2913","4634","5693","3567","3763","4979","1446","2120","2756","1678","1714","2323","1467","2514","2937","1889","2049","2656","12413","0","12413"
"20202","11710590","송파2동","20644","9969","10675","3677","3022","3073","3125","3438","4309","1909","1441","1471","1489","1626","2033","1768","1581","1602","1636","1812","2276","7378","0","7378"
"20202","11710600","석촌동","33503","16070","17433","4002","5695","7336","5087","4987","6396","2068","2602","3585","2498","2394","2923","1934","3093","3751","2589","2593","3473","16901","0","16901"
"20202","11710610","삼전동","32314","15421","16893","4072","5369","6963","5403","4706","5801","2112","2494","3439","2620","2164","2592","1960","2875","3524","2783","2542","3209","16287","0","16287"
"20202","11710620","가락본동","27536","13635","13901","3769","4422","4949","3999","4875","5522","1944","2176","2499","1984","2363","2669","1825","2246","2450","2015","2512","2853","11890","0","11890"
"20202","11710631","가락1동","27396","13344","14052","5372","3784","5504","4174","4013","4549","2790","1835","2647","2038","1877","2157","2582","1949","2857","2136","2136","2392","9766","0","9766"
"20202","11710632","가락2동","33685","16517","17168","6491","4763","5071","5770","5396","6194","3394","2390","2449","2776","2580","2928","3097","2373","2622","2994","2816","3266","12298","0","12298"
